"","ID.x","Site.ID","Original.Genus","Original.Species","ACCEPTED.GENUS","ACCEPTED.SPECIES","SPECIES.ID","SAMPLE.ID","ID.y","Average.LA..m2.","SLA..m2.kg.","LMA..kg.m2.","LDMC..mg.g.","Cmass..g.kg.","Nmass..g.kg.","Pmass..g.kg.","Kmass..g.kg.","Narea..g.m2.","Parea..g.m2.","Karea..g.m2.","d13C.12C","d15N.14N","Site.Name","Latitude","Longitude","Elevation","Collection.month","Collection.year","Source","Sampling.strategy","References","Site.ID.1","Lat_grid","Lon_grid","Temp.Jan..C.","Temp.Feb...C.","Temp.Mar...C.","Temp.April...C.","Temp.May...C.","Temp.June...C.","Temp.July...C.","Temp.Aug...C.","Temp.Sept...C.","Temp.Oct...C.","Temp.Nov...C.","Temp.Dec...C.","Prec.Jan..mm.","Prec.Feb..mm.","Prec.Mar..mm.","Prec.Apr..mm.","Prec.May..mm.","Prec.June...mm.","Prec.July...mm.","Prec.Aug...mm.","Prec.Sept...mm.","Prec.Oct...mm.","Prec.Nov..mm.","Prec.Dec...mm.","Sun.Jan....","Sun.Feb....","Sun.Mar....","Sun.Apr....","Sun.May....","Sun.June....","Sun.July....","Sun.Aug....","Sun.Sep....","Sun.Oct....","Sun.Nov....","Sun.Dec....","MTCO...C.","MAT...C.","MI..unitless.","alpha..unitless.","GDD0..C.days.","mGDD0...C.","PAR0..mol.photon.m.2.","mPAR0..mol.photon.m.2.","Prec.Timing..month.from.Jan1st.","Prec.Seasonality..unitless.","MMP..mm.","MAP..mm."
"165",165,6,"Brachybotrys","paridiformis","Brachybotrys","paridiformis","SP223",165,159,0.010672,28.7427074,0.034834442,244.8691464,407.89,18.15351408,3.44971498,19.68856442,0.631586782,0.12002053,0.684993384,-29.905,-0.457,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"166",166,6,"Carex","appendiculata","Carex","appendiculata","SP272",166,160,0.003335,46.24132432,0.022296816,172.4820363,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"167",167,6,"Carex","pediformis","Carex","pediformis","SP278",167,161,0.0042688,NA,NA,NA,478.266,17.01703885,2.636732899,13.28344389,NA,NA,NA,-31.09,-1.307,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"168",168,6,"Caulophyllum","robustum","Caulophyllum","robustum","SP302",168,162,0.0018009,34.37212182,0.029169471,233.2450827,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"169",169,6,"cf Prunus/Malus","sp.","cf Prunus/Malus","sp.","SP312",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"170",170,6,"Chloranthus","japonicus","Chloranthus","japonicus","SP320",170,163,0.004669,42.07590317,0.023881882,195.0052758,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"171",171,6,"Chrysosplenium","alternifolium","Chrysosplenium","alternifolium","SP325",171,164,0.0016675,47.20441655,0.021260854,254.5139886,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"172",172,6,"Clematis","sp.","Clematis","sp.","SP345",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"173",173,6,"Corylus","heterophylla","Corylus","heterophylla","SP370",173,165,0.0036018,25.97058974,0.038876042,368.0420792,501.808,18.85890854,2.029597766,14.53727143,0.726164047,0.078149853,0.559759003,-30.694,-2.893,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"174",174,6,"Dioscorea","nipponica","Dioscorea","nipponica","SP425",174,166,0.08004,56.10720405,0.017888825,233.0559132,495.406,22.28652098,2.807438275,40.70626209,0.397213181,0.050037038,0.725508654,-30.067,-2.812,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"175",175,6,"Acanthopanax","senticosus","Eleutherococcus","senticosus","SP470",175,167,0.0021344,30.55443608,0.032775889,252.1717582,584.084,20.66389159,3.434948925,31.54936898,0.676297593,0.112420629,1.032562633,-30.85,-1.217,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"176",176,6,"Equisetum","arvense","Equisetum","arvense","SP479",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"177",177,6,"Equisetum","hyemale","Equisetum","hyemale","SP480",177,168,NA,25.46184795,0.039295041,258.2887701,326.208,13.83690278,2.217103731,27.64410721,0.543436706,0.087075523,1.085707026,-31.141,-0.071,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"178",178,6,"Euonymus","alatus","Euonymus","alatus","SP492",178,169,0.00083375,26.9183391,0.037264114,273.8716599,446.535,18.20511677,3.80919834,12.04155663,0.676309066,0.141509412,0.447336538,-32.117,-3.62,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"179",179,6,"Fraxinus","rhynchophylla","Fraxinus","chinensis subsp. rhynchophylla ","SP544",179,170,0.0032016,22.24373134,0.045340349,302.1880894,508.437,19.38544003,1.834401143,31.23696283,0.871501266,0.08246823,1.404304087,-31.59,-4.011,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"180",180,6,"Fraxinus","mandshurica","Fraxinus","mandshurica","SP546",180,171,0.0050025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"181",181,6,"Impatiens","furcillata","Impatiens","furcillata","SP618",181,172,0.0021344,67.17315271,0.014982045,191.8539138,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"182",182,6,"Lespedeza","bicolor","Lespedeza","bicolor","SP685",182,173,0.000667,42.6006089,0.023480526,291.2801782,514.169,36.68391141,3.75112996,23.67843275,0.861112373,0.088053435,0.55582381,-31.639,-2.813,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"183",183,6,"Lonicera","maackii","Lonicera","maackii","SP736",183,174,0.0012006,24.70762407,0.040909471,281.8130281,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"184",184,6,"Lychnis","fulgens","Lychnis","fulgens","SP742",184,175,0.0016675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"185",185,6,"Maackia","amurensis","Maackia","amurensis","SP749",185,176,0.0014007,28.42072115,0.035246529,261.0383026,515.358,41.56443873,2.008236099,20.58192175,1.462469531,0.070660983,0.724187175,-29.722,-1.642,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"186",186,6,"Paeonia","japonica","Paeonia","obovata","SP843",186,177,NA,29.01222076,0.034598633,236.0719373,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"187",187,6,"Cacalia","hastata","Parasenecio","hastatus","SP845",187,178,0.02001,48.82175693,0.020968684,137.7612828,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"188",188,6,"Phellodendron","amurense","Phellodendron","amurense","SP860",188,179,0.0018676,31.02246817,0.032379458,247.7099206,475.813,25.12940466,5.773880608,44.31817092,0.810038857,0.186119318,1.428583009,-29.989,-1.852,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"189",189,6,"Phlomis","maximowiczii","Phlomis","maximowiczii","SP864",189,180,0.0048024,58.63223821,0.017077311,205.8588378,470.429,30.82683851,3.225920786,50.11028821,0.52576602,0.055019574,0.854654193,-32.529,-1.603,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"190",190,6,"Pinus","koraiensis","Pinus","koraiensis","SP886",190,181,0.00010005,10.59261341,0.094546097,331.5621136,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"191",191,6,"Polygonatum","oderatum","Polygonatum","odoratum","SP917",191,182,0.0016675,33.46016201,0.030197457,175.995675,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"192",192,6,"Pteridium","aquilinum","Pteridium","aquilinum","SP959",192,183,8.3375e-05,49.08473913,0.020437552,161.4242114,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"193",193,6,"Quercus","mongolica","Quercus","mongolica","SP976",193,184,0.0030015,19.47642402,0.052523483,407.7909081,522.468,21.86746041,1.8862311,11.36907326,1.122765677,0.09684689,0.583735148,-30.468,-1.961,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"194",194,6,"Rhamnus","sp","Rhamnus","sp.","SP991",194,185,NA,28.0042418,0.035714108,290.857896,442.036,16.41165656,1.163827679,20.56386082,0.58604181,0.041558978,0.734312358,-30.338,-4.312,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"195",195,6,"Rubia","sp","Rubia","sp.","SP1023",195,186,0.0005336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"196",196,6,"Sorbaria","sorbifolia","Sorbaria","sorbifolia","SP1124",196,187,0.0016675,46.80146124,0.021518904,241.8753438,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"197",197,6,"Thalictrum","tuberiferum","Thalictrum","tuberiferum","SP1219",197,188,6.003e-05,53.33002716,0.019209386,183.6600401,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"198",198,6,"Tilia","mandshurica","Tilia","mandshurica","SP1226",198,189,0.0018676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"199",199,6,"Ulmus","davidiana var japonica","Ulmus","davidiana var. japonica","SP1252",199,190,0.002668,17.9595828,0.055899566,352.1036645,483.278,15.70466601,4.257381931,11.66251343,0.874444924,0.237053498,0.649375521,-29.863,-2.811,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
"200",200,6,"unidentified annual forb","","unidentified annual forb","","SP1260",200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NECTS06",43.11755,130.9981167,244,8,2006,"Authors","SS","Prentice et al. (2011); Meng et al. (2015)",6,43.115,130.995,-12.37,-9.02,-1.93,6.37,12.22,15.44,19.36,21.05,14.72,6.85,-1.96,-9.08,4.9,9.25,12.72,36.63,53.52,98.87,112.88,117.37,69.96,28.44,14.52,9.9,69.68,65.71,66.26,56.4,51.63,39.07,36.24,43.68,54.95,64.54,62.67,60.88,-12.37,5.138,0.811,0.858,2890.668,12.514,7297.436,31.591,6.549139,0.571122,47.413,568.96
